fact_id,location_id,time_id,product_id,price
10001,21,159,38,480.0
10002,21,160,38,900.0
10003,21,161,38,925.0
10004,21,162,38,1150.0
10005,21,163,38,1150.0
10006,21,164,38,975.0
10007,21,165,38,450.0
10008,21,210,38,200.0
10009,21,166,38,175.0
10010,21,167,38,175.0
10011,21,168,38,225.0
10012,21,169,38,325.0
10013,21,171,38,750.0
10014,21,3,38,1250.0
10015,21,4,38,1150.0
10016,21,5,38,375.0
10017,21,6,38,375.0
10018,21,7,38,150.0
10019,21,8,38,250.0
10020,21,9,38,250.0
10021,21,10,38,275.0
10022,21,11,38,300.0
10023,21,12,38,675.0
10024,21,13,38,1150.0
10025,21,14,38,1250.0
10026,21,15,38,1050.0
10027,21,18,38,100.0
10028,21,19,38,165.0
10029,21,21,38,775.0
10030,21,22,38,650.0
10031,21,23,38,1150.0
10032,21,24,38,1250.0
10033,21,25,38,1250.0
10034,21,26,38,500.0
10035,21,27,38,400.0
10036,21,28,38,260.0
10037,21,29,38,300.0
10038,21,31,38,200.0
10039,21,32,38,575.0
10040,21,33,38,775.0
10041,21,34,38,900.0
10042,21,35,38,1400.0
10043,21,36,38,1225.0
10044,21,37,38,875.0
10045,21,38,38,875.0
10046,21,39,38,200.0
10047,21,152,39,800.0
10048,21,153,39,790.0
10049,21,154,39,700.0
10050,21,155,39,850.0
10051,21,156,39,825.0
10052,21,157,39,885.0
10053,21,158,39,865.0
10054,21,159,39,865.0
10055,21,160,39,865.0
10056,21,161,39,890.0
10057,21,162,39,885.0
10058,21,163,39,910.0
10059,21,164,39,895.0
10060,21,165,39,855.0
10061,21,210,39,895.0
10062,21,166,39,875.0
10063,21,167,39,490.0
10064,21,168,39,890.0
10065,21,169,39,912.5
10066,21,171,39,917.5
10067,21,3,39,942.5
10068,21,4,39,945.0
10069,21,5,6,455.0
10070,21,6,6,455.0
10071,21,7,6,455.0
10072,21,8,6,455.0
10073,21,9,6,450.0
10074,21,10,6,440.0
10075,21,11,6,435.0
10076,21,12,6,440.0
10077,21,13,6,465.0
10078,21,14,6,430.0
10079,21,15,6,430.0
10080,21,18,6,435.0
10081,21,19,6,430.0
10082,21,21,6,425.0
10083,21,22,6,425.0
10084,21,23,6,385.0
10085,21,24,6,365.0
10086,21,25,6,375.0
10087,21,26,6,345.0
10088,21,27,6,330.0
10089,21,28,6,350.0
10090,21,29,6,350.0
10091,21,31,6,350.0
10092,21,32,6,340.0
10093,21,33,6,330.0
10094,21,34,6,330.0
10095,21,35,6,340.0
10096,21,36,6,365.0
10097,21,37,6,360.0
10098,21,38,6,360.0
10099,21,39,6,370.0
10100,21,161,25,500.0
10101,21,162,25,490.0
10102,21,163,25,490.0
10103,21,165,25,500.0
10104,21,210,25,490.0
10105,21,166,25,490.0
10106,21,167,25,875.0
10107,21,168,25,490.0
10108,21,169,25,490.0
10109,21,171,25,490.0
10110,21,3,25,470.0
10111,21,4,25,470.0
10112,21,5,25,480.0
10113,21,6,25,480.0
10114,21,7,25,480.0
10115,21,8,25,480.0
10116,21,9,25,480.0
10117,21,10,25,470.0
10118,21,11,25,470.0
10119,21,12,25,465.0
10120,21,13,25,470.0
10121,21,14,25,435.0
10122,21,15,25,435.0
10123,21,18,25,440.0
10124,21,19,25,440.0
10125,21,21,25,430.0
10126,21,22,25,430.0
10127,21,23,25,400.0
10128,21,24,25,390.0
10129,21,25,25,390.0
10130,21,26,25,380.0
10131,21,27,25,390.0
10132,21,28,25,390.0
10133,21,29,25,390.0
10134,21,31,25,390.0
10135,21,32,25,370.0
10136,21,33,25,360.0
10137,21,34,25,350.0
10138,21,35,25,360.0
10139,21,36,25,380.0
10140,21,37,25,380.0
10141,21,38,25,380.0
10142,21,39,25,390.0
10143,21,152,40,1950.0
10144,21,153,40,2100.0
10145,21,154,40,2000.0
10146,21,155,40,2100.0
10147,21,156,40,2100.0
10148,21,157,40,2100.0
10149,21,158,40,1875.0
10150,21,159,40,1850.0
10151,21,160,40,1950.0
10152,21,161,40,1850.0
10153,21,162,40,1850.0
10154,21,163,40,1850.0
10155,21,164,40,1900.0
10156,21,165,40,1900.0
10157,21,210,40,1900.0
10158,21,166,40,1900.0
10159,21,167,40,1900.0
10160,21,168,40,1900.0
10161,21,169,40,2050.0
10162,21,171,40,2250.0
10163,21,3,40,2550.0
10164,21,4,40,2400.0
10165,21,5,40,2400.0
10166,21,6,40,2400.0
10167,21,7,40,2400.0
10168,21,8,40,2400.0
10169,21,9,40,2400.0
10170,21,10,40,2400.0
10171,21,11,40,2400.0
10172,21,12,40,2400.0
10173,21,13,40,2300.0
10174,21,14,40,2300.0
10175,21,15,40,2300.0
10176,21,18,40,2250.0
10177,21,19,40,2600.0
10178,21,21,40,2600.0
10179,21,22,40,2500.0
10180,21,23,40,2000.0
10181,21,24,40,1800.0
10182,21,25,40,1800.0
10183,21,26,40,1850.0
10184,21,27,40,1850.0
10185,21,28,40,1850.0
10186,21,29,40,1850.0
