fact_id,location_id,time_id,product_id,price
1,1,1,1,50.0
2,1,2,1,50.0
3,1,3,1,50.0
4,1,4,1,50.0
5,1,5,1,50.0
6,1,6,1,50.0
7,1,7,1,50.0
8,1,8,1,50.0
9,1,9,1,50.0
10,1,10,1,50.0
11,1,11,1,50.0
12,1,12,1,50.0
13,1,13,1,50.0
14,1,14,1,50.0
15,1,15,1,50.0
16,1,16,1,50.0
17,1,17,1,50.0
18,1,18,1,50.0
19,1,19,1,50.0
20,1,20,1,56.25
21,1,21,1,65.25
22,1,22,1,55.5
23,1,23,1,55.5
24,1,24,1,55.5
25,1,25,1,55.5
26,1,26,1,50.0
27,1,27,1,50.0
28,1,28,1,50.0
29,1,29,1,50.0
30,1,30,1,50.0
31,1,31,1,50.0
32,1,32,1,50.0
33,1,33,1,50.0
34,1,34,1,50.0
35,1,35,1,50.0
36,1,36,1,50.0
37,1,37,1,50.0
38,1,38,1,50.0
39,1,39,1,50.0
40,1,40,1,50.0
41,1,41,2,7.0
42,1,42,2,6.0
43,1,43,2,7.0
44,1,44,2,6.0
45,1,45,2,6.0
46,1,46,2,7.0
47,1,47,2,7.0
48,1,48,2,7.275
49,1,49,2,6.775
50,1,50,2,7.175
51,1,51,2,6.975
52,1,52,2,6.225
53,1,53,2,6.05
54,1,54,2,6.8375
55,1,55,2,8.625
56,1,56,2,8.985
57,1,57,2,7.6244
58,1,58,2,9.4
59,1,59,2,10.25
60,1,60,2,11.75
61,1,61,2,9.7561
62,1,62,2,11.4
63,1,63,2,11.1275
64,1,64,2,11.2
65,1,65,2,11.4
66,1,66,2,11.4
67,1,67,2,11.4
68,1,68,2,11.4
69,1,69,2,11.4
70,1,70,2,11.435
71,1,71,2,11.4225
72,1,72,2,11.24
73,1,73,2,11.55
74,1,74,2,11.995
75,1,75,2,12.175
76,1,76,2,12.73
77,1,77,2,13.625
78,1,78,2,12.75
79,1,79,2,14.125
80,1,80,2,13.25
81,1,81,2,13.625
82,1,82,2,13.375
83,1,83,2,12.95
84,1,84,2,13.0
85,1,85,2,13.75
86,1,86,2,14.0
87,1,87,2,14.3333
88,1,88,2,15.0
89,1,89,2,15.0
90,1,90,2,15.25
91,1,91,2,16.0
92,1,92,2,16.0
93,1,93,2,17.25
94,1,94,2,23.375
95,1,95,2,25.0
96,1,96,2,24.0
97,1,97,2,20.0
98,1,98,2,18.35
99,1,99,2,17.8
100,1,100,2,20.85
101,1,101,2,24.775
102,1,102,2,24.3
103,1,103,2,25.7
104,1,104,2,37.275
105,1,105,2,44.4
106,1,106,2,33.0
107,1,107,2,34.775
108,1,108,2,34.95
109,1,109,2,35.7
110,1,110,2,32.3
111,1,111,2,27.975
112,1,112,2,27.11
113,1,113,2,25.885
114,1,114,2,22.85
115,1,115,2,21.225
116,1,116,2,21.2
117,1,117,2,20.875
118,1,118,2,20.7
119,1,119,2,17.035
120,1,120,2,17.14
121,1,121,2,17.2
122,1,122,2,17.14
123,1,123,2,17.14
124,1,124,2,16.06
125,1,125,2,14.825
126,1,126,2,14.6
127,1,127,2,14.5
128,1,128,2,14.325
129,1,129,2,14.3
130,1,130,2,13.9
131,1,131,2,13.9
132,1,132,2,15.2
133,1,133,2,17.2
134,1,134,2,17.2
135,1,135,2,17.2
136,1,136,2,18.6
137,1,137,2,18.6
138,1,138,2,18.6
139,1,139,2,18.6
140,1,140,2,19.65
141,1,141,2,24.0
142,1,142,2,22.325
143,1,143,2,23.0
144,1,144,2,23.0
145,1,145,2,21.25
146,1,146,2,21.0
147,1,147,2,21.75
148,1,148,2,22.0
149,1,149,2,22.075
150,1,150,2,22.0
151,1,151,2,21.0
152,1,152,2,18.5
153,1,153,2,18.5
154,1,154,2,18.2833
155,1,155,2,17.0
156,1,156,2,17.0
157,1,157,2,17.3333
158,1,158,2,19.05
159,1,159,2,20.7
160,1,160,2,20.7
161,1,161,2,21.4
162,1,162,2,21.4
163,1,163,2,21.55
164,1,164,2,22.0
165,1,165,2,23.0
166,1,166,2,19.0
167,1,167,2,19.0
168,1,168,2,19.25
169,1,169,2,20.0
170,1,170,2,20.0
171,1,171,2,20.0
172,1,1,2,20.75
173,1,2,2,21.9375
174,1,3,2,22.0
175,1,4,2,24.3
176,1,5,2,25.5
177,1,6,2,25.0
178,1,7,2,23.0
179,1,8,2,21.5
180,1,9,2,21.0
181,1,10,2,21.875
182,1,11,2,25.0
183,1,12,2,25.0
184,1,13,2,25.0
185,1,14,2,25.0
186,1,15,2,25.0
187,1,172,2,25.0
188,1,173,2,24.75
189,1,16,2,23.0
190,1,17,2,23.0
191,1,18,2,23.0
192,1,19,2,23.8
193,1,20,2,24.0
194,1,21,2,25.0
195,1,22,2,25.75
196,1,23,2,26.75
197,1,24,2,27.0
198,1,25,2,26.0
199,1,26,2,26.0
200,1,27,2,25.25
201,1,28,2,25.0
202,1,29,2,25.75
203,1,30,2,25.0
204,1,31,2,24.5
205,1,32,2,24.25
206,1,33,2,24.25
207,1,34,2,25.25
208,1,35,2,25.0
209,1,36,2,25.0
210,1,37,2,25.0
211,1,38,2,25.0
212,1,39,2,25.0
213,1,40,2,24.5
214,1,89,3,24.0
215,1,90,3,24.0
216,1,91,3,25.25
217,1,92,3,26.0
218,1,93,3,41.75
219,1,94,3,40.5
220,1,95,3,40.0
221,1,96,3,39.0
222,1,97,3,35.5
223,1,98,3,36.5
224,1,99,3,36.5
225,1,100,3,38.625
226,1,101,3,44.5
227,1,102,3,45.5
228,1,103,3,45.0
229,1,105,3,58.25
230,1,106,3,54.05
