fact_id,location_id,time_id,product_id,price
30001,71,93,51,107.7419
30002,71,94,51,103.0351
30003,71,95,51,110.3226
30004,71,96,51,106.6294
30005,71,97,51,116.6134
30006,71,98,51,127.0968
30007,71,99,51,147.5
30008,71,100,51,141.3399
30009,71,101,51,146.9648
30010,71,102,51,157.6797
30011,71,103,51,162.2662
30012,71,104,51,168.6901
30013,71,105,51,189.5425
30014,71,106,51,187.9127
30015,71,107,51,192.3387
30016,71,108,51,199.7549
30017,71,109,51,188.7255
30018,71,110,51,185.1852
30019,71,111,51,199.7549
30020,71,112,51,128.7129
30021,71,113,51,146.371
30022,71,114,51,141.5016
30023,71,115,51,154.4554
30024,71,116,51,145.1613
30025,71,117,51,141.129
30026,71,118,51,151.5523
30027,71,119,51,171.2903
30028,71,120,51,167.3387
30029,71,121,51,146.5655
30030,71,122,51,127.4194
30031,71,123,51,136.5815
30032,71,124,51,136.2903
30033,71,125,51,152.0
30034,71,126,51,145.0
30035,71,127,51,153.0
30036,71,128,51,159.0
30037,71,129,51,161.0
30038,71,130,51,163.0
30039,71,131,51,172.0
30040,71,132,51,170.0
30041,71,133,51,162.0
30042,71,134,51,150.0
30043,71,135,51,146.0
30044,71,136,51,146.0
30045,71,137,51,152.0
30046,71,138,51,158.0
30047,71,139,51,153.0
30048,71,140,51,156.0
30049,71,141,51,152.0
30050,71,142,51,158.0
30051,71,143,51,160.0
30052,71,144,51,166.0
30053,71,145,51,159.0
30054,71,146,51,157.0
30055,71,147,51,166.0
30056,71,149,51,169.0
30057,71,150,51,173.0
30058,71,151,51,194.0
30059,71,152,51,229.0
30060,71,153,51,210.0
30061,71,157,51,225.8065
30062,71,158,51,215.828
30063,71,159,51,216.9954
30064,71,160,51,200.0
30065,71,161,51,183.4839
30066,71,162,51,183.5443
30067,71,163,51,185.7238
30068,71,165,51,175.0
30069,71,210,51,184.232
30070,71,166,51,191.6129
30071,71,167,51,188.7255
30072,71,168,51,185.0
30073,71,169,51,164.0
30074,71,170,51,181.0
30075,71,171,51,163.0
30076,71,2,51,172.0
30077,71,3,51,177.0
30078,71,4,51,191.0
30079,71,5,51,176.0
30080,71,6,51,176.0
30081,71,7,51,195.0
30082,71,9,51,174.0
30083,71,10,51,176.0
30084,71,11,51,166.0
30085,71,12,51,175.0
30086,71,13,51,167.0
30087,71,14,51,166.0
30088,71,15,51,160.0
30089,71,172,51,171.0
30090,71,173,51,176.0
30091,71,16,51,178.0
30092,71,17,51,186.0
30093,71,18,51,183.0
30094,71,19,51,173.0
30095,71,20,51,176.0
30096,71,21,51,173.0
30097,71,22,51,181.0
30098,71,23,51,173.0
30099,71,24,51,175.0
30100,71,25,51,182.0
30101,71,26,51,186.0
30102,71,27,51,205.0
30103,71,28,51,205.0
30104,71,29,51,201.0
30105,71,30,51,193.0
30106,71,31,51,201.0
30107,71,32,51,181.0
30108,71,33,51,185.0
30109,71,34,51,178.0
30110,71,35,51,181.0
30111,71,36,51,185.0
30112,71,37,51,185.0
30113,71,38,51,197.0
30114,71,39,51,208.0
30115,71,173,64,294.0
30116,71,16,64,298.0
30117,71,17,64,298.0
30118,71,18,64,315.0
30119,71,19,64,305.0
30120,71,20,64,308.0
30121,71,21,64,270.0
30122,71,22,64,287.0
30123,71,23,64,292.0
30124,71,24,64,305.0
30125,71,25,64,333.0
30126,71,26,64,336.0
30127,71,27,64,355.0
30128,71,28,64,337.0
30129,71,30,64,350.0
30130,71,31,64,363.0
30131,71,32,64,284.0
30132,71,33,64,247.0
30133,71,34,64,252.0
30134,71,35,64,253.0
30135,71,36,64,304.0
30136,71,37,64,317.0
30137,71,38,64,324.0
30138,71,39,64,332.0
30139,72,41,50,156.25
30140,72,42,50,156.25
30141,72,43,50,153.5156
30142,72,44,50,156.25
30143,72,45,50,156.25
30144,72,46,50,151.3672
30145,72,47,50,130.625
30146,72,48,50,109.4531
30147,72,49,50,106.8167
30148,72,50,50,101.9531
30149,72,51,50,103.75
30150,72,52,50,109.6354
30151,72,53,50,95.3125
30152,72,54,50,93.9453
30153,72,55,50,92.1875
30154,72,56,50,86.7188
30155,72,57,50,90.625
30156,72,58,50,89.0625
30157,72,59,50,100.3906
30158,72,60,50,96.5071
30159,72,61,50,91.1078
30160,72,62,50,96.4613
30161,72,63,50,124.1628
30162,72,64,50,122.8405
30163,72,65,50,125.6266
30164,72,66,50,134.5289
30165,72,67,50,156.5557
30166,72,68,50,165.0599
30167,72,69,50,170.1554
30168,72,70,50,210.1142
30169,72,71,50,245.6015
30170,72,72,50,229.8581
30171,72,73,50,218.0187
30172,72,74,50,191.7014
30173,72,75,50,151.2403
30174,72,76,50,130.7103
30175,72,77,50,133.34
30176,72,78,50,148.2054
30177,72,79,50,154.5557
30178,72,80,50,148.6515
30179,72,81,50,158.4654
30180,72,82,50,138.8896
30181,72,83,50,135.248
30182,72,84,50,130.5838
30183,72,85,50,129.4041
30184,72,86,50,107.8752
30185,72,87,50,112.472
30186,72,88,50,105.9557
30187,72,89,50,102.4518
30188,72,90,50,108.5805
30189,72,91,50,113.5388
30190,72,92,50,122.9779
30191,72,93,50,110.3061
30192,72,94,50,110.1451
30193,72,95,50,106.5274
30194,72,96,50,103.35
30195,72,97,50,104.8216
30196,72,98,50,105.4937
30197,72,99,50,122.5163
30198,72,100,50,121.9311
30199,72,101,50,122.25
30200,72,102,50,93.25
30201,72,103,50,133.75
30202,72,104,50,137.0
30203,72,105,50,151.67
30204,72,106,50,181.6
30205,72,107,50,185.5
30206,72,108,50,191.0
30207,72,109,50,202.0
30208,72,110,50,162.25
30209,72,111,50,144.0
30210,72,112,50,142.0
30211,72,113,50,160.8
30212,72,114,50,154.0
30213,72,115,50,162.5
30214,72,116,50,174.0
30215,72,117,50,177.0
30216,72,118,50,160.7021
30217,72,119,50,187.4241
30218,72,120,50,194.7513
30219,72,121,50,183.1962
30220,72,122,50,151.5008
30221,72,123,50,141.6128
30222,72,124,50,153.0925
30223,72,125,50,164.0
30224,72,126,50,165.0
30225,72,127,50,162.0
30226,72,128,50,157.0
30227,72,129,50,158.0
30228,72,130,50,162.0
30229,72,131,50,163.0
30230,72,132,50,152.0
30231,72,133,50,145.0
30232,72,134,50,132.0
30233,72,135,50,134.0
30234,72,136,50,140.0
30235,72,137,50,135.0
30236,72,138,50,150.0
30237,72,139,50,154.0
30238,72,140,50,174.0
30239,72,141,50,165.0
30240,72,142,50,148.0
30241,72,143,50,145.0
30242,72,144,50,142.0
30243,72,145,50,165.0
30244,72,146,50,196.0
30245,72,147,50,194.0
30246,72,148,50,189.0
30247,72,149,50,189.0
30248,72,150,50,190.0
30249,72,151,50,202.0
30250,72,152,50,223.0
30251,72,153,50,223.0
30252,72,154,50,223.0
30253,72,155,50,223.0
30254,72,156,50,223.0
30255,72,157,50,199.93
30256,72,158,50,164.4721
30257,72,159,50,171.6552
30258,72,160,50,180.0
30259,72,161,50,169.8109
30260,72,162,50,182.1593
30261,72,163,50,183.0671
30262,72,164,50,183.2912
30263,72,210,50,162.9299
30264,72,166,50,159.2372
30265,72,167,50,155.5561
30266,72,168,50,152.0
30267,72,169,50,139.0
30268,72,170,50,135.0
30269,72,171,50,157.0
30270,72,2,50,143.0
30271,72,3,50,141.0
30272,72,4,50,183.0
30273,72,5,50,139.0
30274,72,6,50,141.0
30275,72,7,50,137.0
30276,72,9,50,137.0
30277,72,10,50,137.0
30278,72,11,50,133.0
30279,72,12,50,125.0
30280,72,13,50,160.0
30281,72,14,50,135.0
30282,72,15,50,140.0
30283,72,172,50,140.0
30284,72,173,50,141.0
30285,72,16,50,153.0
30286,72,17,50,137.0
30287,72,18,50,140.0
30288,72,19,50,140.0
30289,72,20,50,141.0
30290,72,21,50,138.0
30291,72,22,50,135.0
30292,72,23,50,139.0
30293,72,24,50,137.0
30294,72,25,50,139.0
30295,72,26,50,141.0
30296,72,27,50,176.0
30297,72,28,50,177.0
30298,72,29,50,174.0
30299,72,30,50,173.0
30300,72,31,50,172.0
30301,72,32,50,172.0
30302,72,33,50,172.0
30303,72,34,50,172.0
30304,72,35,50,172.0
30305,72,36,50,172.0
30306,72,37,50,171.0
30307,72,38,50,169.0
30308,72,39,50,171.0
