fact_id,location_id,time_id,product_id,price
40001,130,143,76,12500.0
40002,130,144,76,14500.0
40003,130,145,76,15000.0
40004,130,149,76,15000.0
40005,130,150,76,12000.0
40006,130,151,76,10500.0
40007,130,152,76,14500.0
40008,130,153,76,13000.0
40009,130,154,76,14500.0
40010,130,155,76,14500.0
40011,130,156,76,14500.0
40012,130,157,76,14500.0
40013,130,168,76,18500.0
40014,130,169,76,22000.0
40015,130,1,76,19000.0
40016,130,2,76,19000.0
40017,130,3,76,15500.0
40018,130,4,76,15000.0
40019,130,5,76,16000.0
40020,130,6,76,15000.0
40021,130,7,76,14000.0
40022,130,8,76,16000.0
40023,130,9,76,16000.0
40024,130,12,76,14000.0
40025,130,13,76,14000.0
40026,130,14,76,14000.0
40027,130,15,76,14000.0
40028,130,173,76,16000.0
40029,130,16,76,13500.0
40030,130,17,76,15000.0
40031,130,19,76,15500.0
40032,130,20,76,15000.0
40033,130,21,76,17000.0
40034,130,26,76,13000.0
40035,130,27,76,13000.0
40036,130,28,76,12000.0
40037,130,137,77,40500.0
40038,130,138,77,40500.0
40039,130,139,77,40000.0
40040,130,140,77,35000.0
40041,130,141,77,31500.0
40042,130,142,77,32500.0
40043,130,143,77,30000.0
40044,130,144,77,30000.0
40045,130,145,77,30000.0
40046,130,146,77,60000.0
40047,130,148,77,30000.0
40048,130,149,77,33000.0
40049,130,150,77,33000.0
40050,130,151,77,33000.0
40051,130,152,77,33000.0
40052,130,153,77,38000.0
40053,130,154,77,42000.0
40054,130,155,77,41500.0
40055,130,156,77,37500.0
40056,130,157,77,35000.0
40057,130,158,77,35000.0
40058,130,159,77,30000.0
40059,130,160,77,28000.0
40060,130,161,77,45000.0
40061,130,162,77,41000.0
40062,130,163,77,45000.0
40063,130,210,77,50000.0
40064,130,166,77,55000.0
40065,130,168,77,46000.0
40066,130,169,77,48000.0
40067,130,170,77,40000.0
40068,130,171,77,40000.0
40069,130,1,77,42000.0
40070,130,2,77,46000.0
40071,130,3,77,48000.0
40072,130,4,77,52000.0
40073,130,5,77,54000.0
40074,130,6,77,50000.0
40075,130,7,77,50000.0
40076,130,8,77,50000.0
40077,130,9,77,50000.0
40078,130,12,77,42000.0
40079,130,13,77,40000.0
40080,130,14,77,42000.0
40081,130,15,77,45500.0
40082,130,173,77,50000.0
40083,130,16,77,62000.0
40084,130,17,77,50000.0
40085,130,19,77,50000.0
40086,130,20,77,48000.0
40087,130,26,77,48000.0
40088,130,27,77,52000.0
40089,130,138,22,67500.0
40090,130,139,22,22700.0
40091,130,140,22,14500.0
40092,130,141,22,16000.0
40093,130,142,22,16500.0
40094,130,143,22,21000.0
40095,130,144,22,21500.0
40096,130,145,22,19500.0
40097,130,146,22,20000.0
40098,130,147,22,50000.0
40099,130,148,22,37000.0
40100,130,149,22,9000.0
40101,130,150,22,7000.0
40102,130,151,22,7000.0
40103,130,152,22,6500.0
40104,130,153,22,10000.0
40105,130,154,22,14000.0
40106,130,155,22,13500.0
40107,130,156,22,22500.0
40108,130,158,22,51000.0
40109,130,159,22,77500.0
40110,130,160,22,73000.0
40111,130,161,22,17000.0
40112,130,162,22,35000.0
40113,130,163,22,15000.0
40114,130,164,22,15000.0
40115,130,165,22,28000.0
40116,130,210,22,24000.0
40117,130,166,22,30000.0
40118,130,167,22,45000.0
40119,130,168,22,54000.0
40120,130,169,22,70000.0
40121,130,170,22,50000.0
40122,130,171,22,40000.0
40123,130,1,22,35000.0
